,GeoName,ComponentName,IndustryClassification,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
5630,Alaska,Taxes on production and imports less subsidies,512,Motion picture and sound recording industries,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0
5631,Alaska,Taxes on production and imports less subsidies,"515, 517",Broadcasting and telecommunications,35.0,34.0,27.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,0.0
5632,Alaska,Taxes on production and imports less subsidies,"518, 519","Data processing, internet publishing, and other information services",,,,,,,,,,,0.0
5635,Alaska,Taxes on production and imports less subsidies,521-522,"Federal Reserve banks, credit intermediation, and related services",13.0,13.0,14.0,13.0,18.0,21.0,22.0,22.0,22.0,22.0,0.0
5636,Alaska,Taxes on production and imports less subsidies,523,"Securities, commodity contracts, and investments",1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0
5638,Alaska,Taxes on production and imports less subsidies,525,"Funds, trusts, and other financial vehicles",6.0,6.0,6.0,16.0,16.0,6.0,7.0,5.0,1.0,2.0,0.0
5640,Alaska,Taxes on production and imports less subsidies,531,Real estate,267.0,268.0,294.0,304.0,303.0,349.0,370.0,425.0,442.0,443.0,0.0
5641,Alaska,Taxes on production and imports less subsidies,532-533,Rental and leasing services and lessors of intangible assets,14.0,16.0,17.0,18.0,16.0,19.0,20.0,20.0,20.0,21.0,0.0
5644,Alaska,Taxes on production and imports less subsidies,5411,Legal services,,,,,,,,,,,0.0
5645,Alaska,Taxes on production and imports less subsidies,5415,Computer systems design and related services,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0
5646,Alaska,Taxes on production and imports less subsidies,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",5.0,5.0,5.0,5.0,6.0,9.0,10.0,11.0,11.0,11.0,0.0
5647,Alaska,Taxes on production and imports less subsidies,55,Management of companies and enterprises,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,0.0
5649,Alaska,Taxes on production and imports less subsidies,561,Administrative and support services,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0
5650,Alaska,Taxes on production and imports less subsidies,562,Waste management and remediation services,4.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,6.0,0.0
5652,Alaska,Taxes on production and imports less subsidies,61,Educational services,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,0.0
5654,Alaska,Taxes on production and imports less subsidies,621,Ambulatory health care services,9.0,8.0,9.0,9.0,7.0,8.0,9.0,10.0,10.0,10.0,0.0
5655,Alaska,Taxes on production and imports less subsidies,622-623,Hospitals and nursing and residential care facilities,14.0,13.0,15.0,15.0,13.0,16.0,17.0,9.0,15.0,14.0,0.0
5656,Alaska,Taxes on production and imports less subsidies,624,Social assistance,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0
5659,Alaska,Taxes on production and imports less subsidies,711-712,"Performing arts, spectator sports, museums, and related activities",2.0,2.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,5.0,0.0
5660,Alaska,Taxes on production and imports less subsidies,713,"Amusements, gambling, and recreation industries",3.0,4.0,4.0,4.0,7.0,8.0,8.0,8.0,9.0,9.0,0.0
5662,Alaska,Taxes on production and imports less subsidies,721,Accommodation,15.0,16.0,17.0,19.0,22.0,26.0,26.0,25.0,24.0,24.0,0.0
5663,Alaska,Taxes on production and imports less subsidies,722,Food services and drinking places,12.0,14.0,14.0,18.0,20.0,22.0,21.0,18.0,17.0,17.0,0.0
5664,Alaska,Taxes on production and imports less subsidies,81,"Other services, except government",11.0,10.0,11.0,10.0,10.0,12.0,14.0,16.0,16.0,16.0,0.0
5665,Alaska,Taxes on production and imports less subsidies,92,Government,-42.0,-46.0,-49.0,-52.0,-50.0,-59.0,-64.0,-63.0,-56.0,-57.0,0.0
5666,Alaska,Taxes on production and imports less subsidies,...,Federal civilian,,,,,,,,,,,0.0
5667,Alaska,Taxes on production and imports less subsidies,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5668,Alaska,Taxes on production and imports less subsidies,...,State and local,-42.0,-46.0,-49.0,-52.0,-50.0,-58.0,-63.0,-63.0,-56.0,-57.0,0.0
5670,Alaska,Taxes on production and imports less subsidies,"42, 44-45",Trade,392.0,425.0,482.0,527.0,551.0,496.0,580.0,575.0,546.0,582.0,0.0
5671,Alaska,Taxes on production and imports less subsidies,...,Transportation and utilities,490.0,501.0,490.0,527.0,504.0,514.0,539.0,583.0,584.0,636.0,0.0
5677,Arizona,Taxes on production and imports less subsidies,111-112,Farms,-131.0,-281.0,-136.0,-89.0,-49.0,-17.0,-41.0,-46.0,-27.0,-37.0,0.0
5678,Arizona,Taxes on production and imports less subsidies,113-115,"Forestry, fishing, and related activities",23.0,28.0,35.0,41.0,43.0,25.0,37.0,43.0,40.0,40.0,0.0
5680,Arizona,Taxes on production and imports less subsidies,211,Oil and gas extraction,,,,,,,,1.0,1.0,1.0,0.0
5681,Arizona,Taxes on production and imports less subsidies,212,"Mining, except oil and gas",98.0,114.0,136.0,181.0,184.0,152.0,160.0,191.0,205.0,226.0,0.0
5682,Arizona,Taxes on production and imports less subsidies,213,Support activities for mining,1.0,1.0,2.0,3.0,5.0,7.0,6.0,5.0,6.0,5.0,0.0
5683,Arizona,Taxes on production and imports less subsidies,22,Utilities,867.0,948.0,1102.0,1308.0,1297.0,1361.0,1438.0,1550.0,1545.0,1482.0,0.0
5684,Arizona,Taxes on production and imports less subsidies,23,Construction,316.0,394.0,449.0,462.0,378.0,304.0,264.0,279.0,283.0,283.0,0.0
5687,Arizona,Taxes on production and imports less subsidies,321,Wood products manufacturing,9.0,11.0,11.0,11.0,9.0,7.0,7.0,6.0,6.0,6.0,0.0
5688,Arizona,Taxes on production and imports less subsidies,327,Nonmetallic mineral products manufacturing,19.0,22.0,24.0,27.0,27.0,25.0,22.0,20.0,19.0,20.0,0.0
5689,Arizona,Taxes on production and imports less subsidies,331,Primary metals manufacturing,18.0,19.0,21.0,25.0,27.0,32.0,31.0,28.0,29.0,29.0,0.0
5690,Arizona,Taxes on production and imports less subsidies,332,Fabricated metal products,42.0,37.0,42.0,49.0,54.0,65.0,57.0,53.0,58.0,71.0,0.0
5691,Arizona,Taxes on production and imports less subsidies,333,Machinery manufacturing,18.0,17.0,17.0,21.0,21.0,23.0,22.0,20.0,19.0,19.0,0.0
5692,Arizona,Taxes on production and imports less subsidies,334,Computer and electronic products manufacturing,182.0,189.0,209.0,221.0,285.0,304.0,310.0,314.0,303.0,312.0,0.0
5693,Arizona,Taxes on production and imports less subsidies,335,"Electrical equipment, appliance, and components manufacturing",4.0,4.0,5.0,7.0,7.0,7.0,3.0,1.0,2.0,4.0,0.0
5694,Arizona,Taxes on production and imports less subsidies,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",7.0,7.0,7.0,9.0,13.0,15.0,12.0,12.0,13.0,12.0,0.0
5695,Arizona,Taxes on production and imports less subsidies,"3364-3366, 3369",Other transportation equipment manufacturing,73.0,76.0,75.0,90.0,103.0,119.0,116.0,107.0,108.0,106.0,0.0
5696,Arizona,Taxes on production and imports less subsidies,337,Furniture and related products manufacturing,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,0.0
5697,Arizona,Taxes on production and imports less subsidies,339,Miscellaneous manufacturing,14.0,15.0,15.0,17.0,24.0,26.0,26.0,30.0,29.0,59.0,0.0
5699,Arizona,Taxes on production and imports less subsidies,311-312,Food and beverage and tobacco products manufacturing,34.0,36.0,38.0,38.0,42.0,55.0,59.0,58.0,54.0,60.0,0.0
5700,Arizona,Taxes on production and imports less subsidies,313-314,Textile mills and textile product mills,4.0,3.0,4.0,6.0,4.0,5.0,3.0,3.0,3.0,3.0,0.0
5701,Arizona,Taxes on production and imports less subsidies,315-316,Apparel and leather and allied products manufacturing,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5702,Arizona,Taxes on production and imports less subsidies,322,Paper products manufacturing,10.0,11.0,10.0,11.0,11.0,11.0,11.0,12.0,10.0,9.0,0.0
5703,Arizona,Taxes on production and imports less subsidies,323,Printing and related support activities,9.0,10.0,11.0,12.0,11.0,11.0,11.0,10.0,10.0,11.0,0.0
5704,Arizona,Taxes on production and imports less subsidies,324,Petroleum and coal products manufacturing,3.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,0.0
5705,Arizona,Taxes on production and imports less subsidies,325,Chemical products manufacturing,14.0,16.0,19.0,22.0,41.0,45.0,48.0,52.0,54.0,58.0,0.0
5706,Arizona,Taxes on production and imports less subsidies,326,Plastics and rubber products manufacturing,8.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,11.0,0.0
5707,Arizona,Taxes on production and imports less subsidies,42,Wholesale trade,2753.0,2817.0,2996.0,3129.0,3045.0,2867.0,2845.0,3020.0,3196.0,3187.0,0.0
5708,Arizona,Taxes on production and imports less subsidies,44-45,Retail trade,3694.0,4143.0,4653.0,5073.0,4453.0,3909.0,4155.0,4955.0,5027.0,4877.0,0.0
5710,Arizona,Taxes on production and imports less subsidies,481,Air transportation,480.0,539.0,539.0,580.0,570.0,544.0,522.0,615.0,577.0,690.0,0.0
5711,Arizona,Taxes on production and imports less subsidies,482,Rail transportation,8.0,8.0,8.0,10.0,12.0,12.0,12.0,15.0,18.0,20.0,0.0
5712,Arizona,Taxes on production and imports less subsidies,483,Water transportation,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0
5713,Arizona,Taxes on production and imports less subsidies,484,Truck transportation,119.0,122.0,141.0,146.0,158.0,158.0,159.0,154.0,150.0,153.0,0.0
5714,Arizona,Taxes on production and imports less subsidies,485,Transit and ground passenger transportation,23.0,29.0,36.0,32.0,31.0,63.0,67.0,60.0,60.0,65.0,0.0
5715,Arizona,Taxes on production and imports less subsidies,486,Pipeline transportation,13.0,14.0,13.0,16.0,19.0,19.0,19.0,19.0,20.0,21.0,0.0
5716,Arizona,Taxes on production and imports less subsidies,"487-488, 492",Other transportation and support activities,47.0,50.0,54.0,35.0,36.0,40.0,38.0,38.0,37.0,39.0,0.0
5717,Arizona,Taxes on production and imports less subsidies,493,Warehousing and storage,7.0,7.0,7.0,8.0,9.0,10.0,9.0,10.0,9.0,9.0,0.0
5719,Arizona,Taxes on production and imports less subsidies,511,"Publishing industries, except Internet (includes software)",17.0,17.0,19.0,18.0,34.0,35.0,33.0,33.0,29.0,29.0,0.0
5720,Arizona,Taxes on production and imports less subsidies,512,Motion picture and sound recording industries,4.0,4.0,4.0,5.0,24.0,27.0,23.0,22.0,22.0,24.0,0.0
5721,Arizona,Taxes on production and imports less subsidies,"515, 517",Broadcasting and telecommunications,516.0,516.0,532.0,608.0,491.0,487.0,485.0,510.0,477.0,366.0,0.0
5722,Arizona,Taxes on production and imports less subsidies,"518, 519","Data processing, internet publishing, and other information services",32.0,33.0,36.0,35.0,39.0,40.0,49.0,55.0,59.0,70.0,0.0
5725,Arizona,Taxes on production and imports less subsidies,521-522,"Federal Reserve banks, credit intermediation, and related services",267.0,314.0,342.0,379.0,352.0,376.0,363.0,365.0,372.0,388.0,0.0
5726,Arizona,Taxes on production and imports less subsidies,523,"Securities, commodity contracts, and investments",14.0,16.0,16.0,24.0,23.0,26.0,24.0,25.0,24.0,30.0,0.0
5728,Arizona,Taxes on production and imports less subsidies,525,"Funds, trusts, and other financial vehicles",50.0,68.0,76.0,12.0,11.0,12.0,17.0,8.0,3.0,8.0,0.0
5730,Arizona,Taxes on production and imports less subsidies,531,Real estate,1545.0,1459.0,1649.0,1800.0,2034.0,2167.0,2187.0,2119.0,2073.0,2078.0,0.0
5731,Arizona,Taxes on production and imports less subsidies,532-533,Rental and leasing services and lessors of intangible assets,439.0,483.0,561.0,650.0,558.0,509.0,503.0,575.0,636.0,569.0,0.0
5734,Arizona,Taxes on production and imports less subsidies,5411,Legal services,8.0,9.0,8.0,22.0,20.0,20.0,20.0,20.0,19.0,21.0,0.0
5735,Arizona,Taxes on production and imports less subsidies,5415,Computer systems design and related services,21.0,27.0,33.0,39.0,37.0,37.0,39.0,45.0,44.0,42.0,0.0
5736,Arizona,Taxes on production and imports less subsidies,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",77.0,94.0,112.0,125.0,146.0,152.0,149.0,154.0,148.0,152.0,0.0
5737,Arizona,Taxes on production and imports less subsidies,55,Management of companies and enterprises,85.0,83.0,94.0,121.0,110.0,114.0,103.0,101.0,96.0,103.0,0.0
5739,Arizona,Taxes on production and imports less subsidies,561,Administrative and support services,84.0,99.0,115.0,127.0,118.0,116.0,113.0,118.0,120.0,125.0,0.0
5740,Arizona,Taxes on production and imports less subsidies,562,Waste management and remediation services,18.0,21.0,24.0,29.0,29.0,30.0,30.0,30.0,28.0,30.0,0.0
5742,Arizona,Taxes on production and imports less subsidies,61,Educational services,82.0,97.0,111.0,120.0,134.0,158.0,171.0,174.0,175.0,173.0,0.0
5744,Arizona,Taxes on production and imports less subsidies,621,Ambulatory health care services,123.0,144.0,168.0,192.0,170.0,182.0,182.0,186.0,183.0,186.0,0.0
5745,Arizona,Taxes on production and imports less subsidies,622-623,Hospitals and nursing and residential care facilities,171.0,195.0,226.0,265.0,269.0,300.0,303.0,237.0,272.0,274.0,0.0
5746,Arizona,Taxes on production and imports less subsidies,624,Social assistance,16.0,17.0,19.0,23.0,25.0,25.0,27.0,28.0,29.0,29.0,0.0
5749,Arizona,Taxes on production and imports less subsidies,711-712,"Performing arts, spectator sports, museums, and related activities",48.0,52.0,59.0,62.0,83.0,88.0,91.0,94.0,92.0,98.0,0.0
5750,Arizona,Taxes on production and imports less subsidies,713,"Amusements, gambling, and recreation industries",94.0,109.0,125.0,134.0,135.0,147.0,152.0,160.0,161.0,150.0,0.0
5752,Arizona,Taxes on production and imports less subsidies,721,Accommodation,320.0,356.0,388.0,430.0,423.0,415.0,417.0,466.0,463.0,485.0,0.0
5753,Arizona,Taxes on production and imports less subsidies,722,Food services and drinking places,562.0,625.0,703.0,790.0,714.0,717.0,760.0,777.0,794.0,761.0,0.0
5754,Arizona,Taxes on production and imports less subsidies,81,"Other services, except government",137.0,168.0,204.0,216.0,213.0,226.0,217.0,217.0,213.0,218.0,0.0
5755,Arizona,Taxes on production and imports less subsidies,92,Government,-133.0,-134.0,-131.0,-156.0,-153.0,-217.0,-221.0,-216.0,-190.0,-192.0,0.0
5756,Arizona,Taxes on production and imports less subsidies,...,Federal civilian,-6.0,-5.0,-5.0,-4.0,-5.0,-7.0,-7.0,-14.0,-10.0,-10.0,0.0
5757,Arizona,Taxes on production and imports less subsidies,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5758,Arizona,Taxes on production and imports less subsidies,...,State and local,-127.0,-128.0,-126.0,-152.0,-149.0,-211.0,-214.0,-202.0,-180.0,-181.0,0.0
5760,Arizona,Taxes on production and imports less subsidies,"42, 44-45",Trade,6447.0,6961.0,7650.0,8202.0,7498.0,6776.0,7000.0,7975.0,8224.0,8064.0,0.0
5761,Arizona,Taxes on production and imports less subsidies,...,Transportation and utilities,1565.0,1717.0,1901.0,2135.0,2133.0,2207.0,2265.0,2464.0,2416.0,2477.0,0.0
5767,Arkansas,Taxes on production and imports less subsidies,111-112,Farms,-246.0,-409.0,-234.0,-147.0,-145.0,-115.0,-64.0,-20.0,-48.0,-89.0,0.0
5768,Arkansas,Taxes on production and imports less subsidies,113-115,"Forestry, fishing, and related activities",19.0,21.0,21.0,24.0,30.0,22.0,39.0,47.0,47.0,46.0,0.0
5770,Arkansas,Taxes on production and imports less subsidies,211,Oil and gas extraction,13.0,17.0,21.0,32.0,50.0,62.0,75.0,89.0,106.0,102.0,0.0
5771,Arkansas,Taxes on production and imports less subsidies,212,"Mining, except oil and gas",20.0,23.0,26.0,28.0,31.0,24.0,54.0,70.0,67.0,69.0,0.0
5772,Arkansas,Taxes on production and imports less subsidies,213,Support activities for mining,3.0,5.0,8.0,13.0,17.0,19.0,19.0,19.0,22.0,16.0,0.0
5773,Arkansas,Taxes on production and imports less subsidies,22,Utilities,441.0,505.0,589.0,588.0,596.0,600.0,647.0,686.0,786.0,755.0,0.0
5774,Arkansas,Taxes on production and imports less subsidies,23,Construction,27.0,38.0,37.0,35.0,37.0,40.0,40.0,40.0,42.0,40.0,0.0
5777,Arkansas,Taxes on production and imports less subsidies,321,Wood products manufacturing,9.0,10.0,11.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,0.0
5778,Arkansas,Taxes on production and imports less subsidies,327,Nonmetallic mineral products manufacturing,6.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0
5779,Arkansas,Taxes on production and imports less subsidies,331,Primary metals manufacturing,18.0,18.0,21.0,22.0,23.0,25.0,27.0,30.0,38.0,38.0,0.0
5780,Arkansas,Taxes on production and imports less subsidies,332,Fabricated metal products,13.0,14.0,15.0,16.0,19.0,21.0,17.0,17.0,20.0,21.0,0.0
5781,Arkansas,Taxes on production and imports less subsidies,333,Machinery manufacturing,12.0,13.0,15.0,14.0,13.0,13.0,14.0,14.0,15.0,15.0,0.0
5782,Arkansas,Taxes on production and imports less subsidies,334,Computer and electronic products manufacturing,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0
5783,Arkansas,Taxes on production and imports less subsidies,335,"Electrical equipment, appliance, and components manufacturing",10.0,12.0,12.0,10.0,8.0,4.0,-4.0,-12.0,-3.0,3.0,0.0
5784,Arkansas,Taxes on production and imports less subsidies,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",8.0,8.0,9.0,8.0,9.0,10.0,11.0,11.0,11.0,10.0,0.0
5785,Arkansas,Taxes on production and imports less subsidies,"3364-3366, 3369",Other transportation equipment manufacturing,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,0.0
5786,Arkansas,Taxes on production and imports less subsidies,337,Furniture and related products manufacturing,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
5787,Arkansas,Taxes on production and imports less subsidies,339,Miscellaneous manufacturing,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,0.0
5789,Arkansas,Taxes on production and imports less subsidies,311-312,Food and beverage and tobacco products manufacturing,150.0,216.0,220.0,237.0,249.0,259.0,319.0,334.0,337.0,362.0,0.0
